FID_,COMID,EVENTDATE,REACHCODE,REACHSMDAT,REACHRESOL,FEATURECOM,FEATURECLA,SOURCE_ORI,SOURCE_DAT,SOURCE_FEA,FEATUREDET,MEASURE,OFFSET,EVENTTYPE,AGENCY_CD,STATION_NM,STATE_CD,STATE,SITESTATUS,DA_SQ_MILE,LON_SITE,LAT_SITE,LON_NHD,LAT_NHD,NHD2GAGE_D,REVIEWED,BFIYRS,BFI_AVE,BFI_STDEV,GOTBFI,DAY1,DAYN,NDAYS,NDAYSGT0,MIN_,P1,P5,P10,P20,P25,P30,P40,P50,P60,P70,P75,P80,P90,P95,P99,MAX_,AVE,STDEV_,GOTQ,HUC,HUC_REG,SUBREGION,ACCOUNTING
NA,0,11/21/2006 0:00:00,17080005000267,NA,medium,0,0,"USGS, Water Resources Division",NA,14238000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14238000,43.821874,0,StreamGage,USGS,"COWLITZ RIVER BELOW MAYFIELD DAM, WA",53,WA,A,1400,-122.616224,46.510385,-122.616287,46.509899,54.096,Y,69,0.746,0.085,1,19340401,20030930,25385,25385,451,1140,1510,2000,2660,2950,3290,4140,5050,5950,7250,8070,9110,11500,14400,23100,66000,6198.894,4699.896,1,17080005,17,1708,170800
NA,0,11/21/2006 0:00:00,17060303000188,NA,medium,0,0,"USGS, Water Resources Division",NA,13336635,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13336635,5.042896,0,StreamGage,USGS,WALTON CREEK NR POWELL RANGER STATION ID,16,ID,I,-999999,-114.680783,46.5079,-114.680817,46.507894,2.663,Y,0,0,0,0,19860624,19880930,332,332,3.1,3.333,4.4,4.6,5,5.1,5.5,6.2,7.5,8.8,11,13,15,23,27,40.68,44,10.509,7.714,1,17060303,17,1706,170603
NA,0,11/21/2006 0:00:00,17080005000285,NA,medium,0,0,"USGS, Water Resources Division",NA,14234000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14234000,19.601061,0,StreamGage,USGS,"RAINY CREEK NEAR KOSMOS, WA",53,WA,I,17.9,-122.155376,46.508165,-122.155296,46.507888,31.312,Y,3,0.652,0.048,1,19500621,19530930,1198,1198,0.3,0.4,0.7,1.8,4.7,6.95,9,17,35,49,59,67.25,80,124,172.1,302.03,480,51.236,63.11,1,17080005,17,1708,170800
NA,0,11/21/2006 0:00:00,17030003001113,NA,medium,0,0,"USGS, Water Resources Division",NA,12510655,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12510655,68.471068,0,StreamGage,USGS,"DRY CR NR RATTLESNAKE SP NR PRIEST RAPIDS DAM, WA",53,WA,I,-999999,-119.6992,46.507633,-119.699241,46.507541,10.702,Y,4,0.92,0.042,1,19900401,19950314,1809,1809,0.21,0.25,0.3,0.34,0.37,0.37,0.39,0.42,0.43,0.44,0.47,0.49,0.49,0.52,0.56,0.66,28,0.472,0.812,1,17030003,17,1703,170300
NA,0,11/21/2006 0:00:00,17020016001182,NA,medium,0,0,"USGS, Water Resources Division",NA,12473508,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12473508,1.806384,0,StreamGage,USGS,"SCBID PE 164 WASTEWAY NEAR MOUTH NEAR HANFORD, WA",53,WA,I,118,-119.260016,46.50597,-119.259994,46.505382,65.162,Y,2,0.9,0.006,1,19860222,19941116,1014,1014,32,36,55,64,94,118,129,153,178,221,238,246,253,268,283,311.85,343,177.024,77.444,1,17020016,17,1702,170200
NA,0,11/21/2006 0:00:00,17060107000025,NA,medium,0,0,"USGS, Water Resources Division",NA,13344500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13344500,58.944223,0,StreamGage,USGS,"TUCANNON RIVER NEAR STARBUCK, WA",53,WA,A,431,-118.066339,46.505421,-118.065826,46.504623,96.889,Y,47,0.776,0.081,1,19141001,20030930,17259,17259,15,36,50,58,72,79,85,98,117,147,185,211,239,328,426,765,5000,170.451,178.125,1,17060107,17,1706,170601
NA,0,11/21/2006 0:00:00,17060308000010,NA,medium,0,0,"USGS, Water Resources Division",NA,13341000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13341000,59.990007,0,StreamGage,USGS,NF CLEARWATER RIVER AT AHSAHKA ID,16,ID,I,2440,-116.321286,46.503786,-116.321393,46.503795,8.319,Y,40,0.734,0.065,1,19260830,19680630,14922,14922,280,800,960,1100,1350,1500,1670,2100,2750,3930,5860,7280,9100,15200,19800,29900,90000,5699.204,6598.978,1,17060306,17,1706,170603
NA,0,11/21/2006 0:00:00,17060306000183,NA,medium,0,0,"USGS, Water Resources Division",NA,13341050,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13341050,98.778712,0,StreamGage,USGS,CLEARWATER RIVER NR PECK ID,16,ID,A,8040,-116.3925,46.500277,-116.392875,46.50074,58.834,Y,40,0.741,0.046,1,19641001,20040930,14610,14610,1330,2200,2875.5,3340,4120,4590,5190,7220,9680,12300,16200,18900,23000,34100,43745,63700,119000,14572.398,14045.406,1,17060306,17,1706,170603
NA,0,11/21/2006 0:00:00,17060306000183,NA,medium,0,0,"USGS, Water Resources Division",NA,13340999,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13340999,97.009161,0,StreamGage,USGS,NF CLEARWATER R - PECK MINUS OROFINO,16,ID,I,-999999,-116.392643,46.499899,-116.393218,46.500606,89.989,N,7,0.493,0.089,1,19761001,19880930,4383,4335,-2000,0,800,1010,1400,1810,2120,2476,3530,5700,7520,8000,9400,10400,11000,20616,26800,5132.627,4237.643,1,17060306,17,1706,170603
NA,0,11/21/2006 0:00:00,17060306000474,NA,medium,0,0,"USGS, Water Resources Division",NA,13341570,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13341570,58.920619,0,StreamGage,USGS,POTLATCH RIVER BEL LITTLE POTLATCH CR NR SPALDING,16,ID,A,-999999,-116.761944,46.498611,-116.761688,46.498199,49.706,N,1,0.441,-999999,1,20031001,20040930,366,366,4.5,4.7,6.875,8.8,18,21,28,43.8,81,115.6,202.6,304.25,437.6,1060,1406.5,2369.6,3480,298.748,507.111,1,17060306,17,1706,170603
NA,0,11/21/2006 0:00:00,17010201000227,NA,medium,0,0,"USGS, Water Resources Division",NA,12324300,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12324300,28.937593,0,StreamGage,USGS,Clark Fork near Garrison MT,30,MT,I,1139,-112.738372,46.498539,-112.738975,46.498168,61.984,Y,0,0,0,0,19610601,19611130,183,183,71,71,77,83,88,91,98.8,133.2,191,250.2,272,279,286,331,466.2,604,646,205.372,119.924,1,17010201,17,1701,170102
NA,0,11/21/2006 0:00:00,17030003001039,NA,medium,0,0,"USGS, Water Resources Division",NA,12504000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12504000,95.92639,0,StreamGage,USGS,"OLD RESERVATION CANAL NEAR PARKER, WA",53,WA,I,-999999,-120.451728,46.497071,-120.452259,46.497784,88.88,Y,15,0.775,0.089,1,19110402,19600930,5538,4602,0,0,0,0,3,5.1,7,11,14,26,42,54,70,140,223.05,312,386,45.621,70.134,1,17030003,17,1703,170300
NA,0,11/21/2006 0:00:00,17030003000222,NA,medium,0,0,"USGS, Water Resources Division",NA,12505000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12505000,23.263343,0,StreamGage,USGS,"YAKIMA RIVER NEAR PARKER, WA",53,WA,I,3660,-120.442839,46.497071,-120.442893,46.497013,7.733,Y,70,0.6,0.071,1,19080501,19780930,25720,25712,0,10,86,166,337,462,656,1060,1480,2000,2740,3300,4010,6400,8800,14800,63000,2542.357,3184.133,1,17030003,17,1703,170300
NA,0,11/21/2006 0:00:00,17030003003150,NA,medium,0,0,"USGS, Water Resources Division",NA,12504500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12504500,80.476654,0,StreamGage,USGS,"SUNNYSIDE CANAL NEAR PARKER, WA",53,WA,I,-999999,-120.43395,46.495127,-120.434167,46.495689,64.53,Y,3,0.975,0.012,1,19190401,19620930,1281,1281,358,551.1,762.5,892,1050,1110,1140,1200,1220,1240,1260,1270,1280,1290,1300,1310,1320,1155.023,172.675,1,17030003,17,1703,170300
NA,0,11/21/2006 0:00:00,17100106000107,NA,medium,0,0,"USGS, Water Resources Division",NA,12011000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12011000,97.988829,0,StreamGage,USGS,"NORTH NEMAH RIVER NEAR SOUTH BEND, WA",53,WA,I,18,-123.834602,46.49149,-123.834663,46.491447,6.694,Y,13,0.474,0.065,1,19460201,19770930,5082,5082,4.7,6.7,10,12,18,22,27,38,55,79,115,142,178,297,415,759,1280,114.598,153.728,1,17100106,17,1710,171001
NA,0,11/21/2006 0:00:00,17020016000050,NA,medium,0,0,"USGS, Water Resources Division",NA,12473510,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12473510,22.621053,0,StreamGage,USGS,"COLUMBIA RIVER AT RINGOLD, WA",53,WA,I,-999999,-119.255294,46.487636,-119.257591,46.487293,180.926,Y,0,0,0,0,19800717,19810112,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17020016,17,1702,170200
NA,0,11/21/2006 0:00:00,17080005000269,NA,medium,0,0,"USGS, Water Resources Division",NA,14237500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14237500,87.648736,0,StreamGage,USGS,"WINSTON CREEK NEAR SILVER LAKE, WA",53,WA,I,37.8,-122.521499,46.482329,-122.521461,46.482433,11.841,Y,21,0.539,0.063,1,19491001,19701021,7691,7691,1.1,2.2,4.4,7.1,14,20,27,47,73,102,138,158,181,275,381,650.08,1840,116.09,142.505,1,17080005,17,1708,170800
NA,0,11/21/2006 0:00:00,17060306000196,NA,medium,0,0,"USGS, Water Resources Division",NA,13340000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13340000,74.2283,0,StreamGage,USGS,CLEARWATER RIVER AT OROFINO ID,16,ID,A,5580,-116.2575,46.478333,-116.258064,46.478225,45.065,Y,48,0.72,0.048,1,19301001,20040930,17532,17532,250,868.33,1080,1330,1760,1970,2189,2730,3740,5480,8562,10900,14300,24300,32835,50400,81200,8731.11,11016.201,1,17060306,17,1706,170603
NA,0,11/21/2006 0:00:00,17060306000405,NA,medium,0,0,"USGS, Water Resources Division",NA,13339800,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13339800,14.601759,0,StreamGage,USGS,OROFINO CREEK ABV WHISKEY CREEK NR OROFINO ID,16,ID,I,191,-116.177639,46.472681,-116.177558,46.472709,6.924,Y,1,0.619,-999999,1,19811001,19821014,379,379,27,28.8,33,38,49,55,63,90,124,160,290,378,466,666,953,1672,2580,265.359,333.043,1,17060306,17,1706,170603
NA,0,11/21/2006 0:00:00,17060303000150,NA,medium,0,0,"USGS, Water Resources Division",NA,13336800,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13336800,16.706905,0,StreamGage,USGS,WARM SPRING CREEK NR POWELL RANGER STATION ID,16,ID,I,74.7,-114.886344,46.472252,-114.886418,46.472145,13.138,Y,3,0.509,0.25,1,19561001,19590930,1095,1095,8.6,11,14,16,20,23,27,36,48,63,107,140,186,626.8,982,1460,1780,180.829,318.795,1,17060303,17,1706,170603
NA,0,11/21/2006 0:00:00,17010202002030,NA,medium,0,0,"USGS, Water Resources Division",NA,12330000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12330000,15.489912,0,StreamGage,USGS,Boulder Creek at Maxville MT,30,MT,A,71.3,-113.233953,46.472148,-113.235809,46.471694,151.553,Y,65,0.723,0.077,1,19390501,20040930,23895,23895,2.8,6.1,10,12,16,17,18,20,22,24,30,36,48,108,182,331,1140,44.623,64.295,1,17010202,17,1701,170102
NA,0,11/21/2006 0:00:00,17080005000283,NA,medium,0,0,"USGS, Water Resources Division",NA,14233400,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14233400,98.294761,0,StreamGage,USGS,"COWLITZ RIVER NEAR RANDLE, WA",53,WA,I,1030,-122.098707,46.47011,-122.09851,46.470111,15.158,Y,46,0.689,0.046,1,19471001,19940307,16960,16960,532,790,1100,1300,1780,2060,2350,3000,3730,4570,5590,6230,7010,9430,12000,19739,74100,4803.408,4069.915,1,17080005,17,1708,170800
NA,0,11/21/2006 0:00:00,17080005000283,NA,medium,0,0,"USGS, Water Resources Division",NA,14233490,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14233490,23.145948,0,StreamGage,USGS,"LAKE SCANEWA NEAR KOSMOS, WA",53,WA,I,1040,-122.108985,46.466499,-122.108978,46.466224,30.467,Y,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17080005,17,1708,170800
NA,0,11/21/2006 0:00:00,17080005000283,NA,medium,0,0,"USGS, Water Resources Division",NA,14233500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14233500,23.106934,0,StreamGage,USGS,"COWLITZ RIVER NEAR KOSMOS, WA",53,WA,A,1040,-122.108985,46.466221,-122.108985,46.466224,0.329,Y,56,0.679,0.055,1,19471001,20030930,20454,20450,0,741.55,1050,1270,1750,2030,2350,3020,3750,4570,5580,6210,7000,9400,12000,20290,84300,4814.566,4198.164,1,17080005,17,1708,170800
NA,0,11/21/2006 0:00:00,17010202002003,NA,medium,0,0,"USGS, Water Resources Division",NA,12329500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12329500,30.174283,0,StreamGage,USGS,Flint Creek at Maxville MT,30,MT,A,208,-113.239786,46.463815,-113.240264,46.463806,36.835,Y,63,0.815,0.039,1,19410729,20040930,23069,23069,15,27,36,43,54,58,62,70,79,90,104,113,124,166,218,368,933,96.575,65.326,1,17010202,17,1701,170102
NA,0,11/21/2006 0:00:00,17010205000934,NA,medium,0,0,"USGS, Water Resources Division",NA,12351000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12351000,98.884772,0,StreamGage,USGS,Burnt Fork Bitterroot River nr Stevensville MT,30,MT,I,73.2,-113.945375,46.463811,-113.945594,46.463745,18.399,Y,26,0.731,0.076,1,19200501,19620930,9584,9584,2,9.5,13,15,16,17,18,20,23,29,39,48,68,139,211.5,337.3,641,52.272,70.291,1,17010205,17,1701,170102
NA,0,11/21/2006 0:00:00,17020016000686,NA,medium,0,0,"USGS, Water Resources Division",NA,12513500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12513500,21.023012,0,StreamGage,USGS,"ESQUATZEL COULEE AT ELTOPIA, WA",53,WA,I,551,-119.012228,46.462359,-119.014724,46.461433,217.96,Y,26,0.253,0.39,1,19530101,19790930,9768,2991,0,0,0,0,0,0,0,0,0,0,0.493,8.4,15,24,32,50,1770,6.868,25.333,1,17020016,17,1702,170200
NA,0,11/21/2006 0:00:00,17010202002003,NA,medium,0,0,"USGS, Water Resources Division",NA,12329000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12329000,47.74668,0,StreamGage,USGS,Flint Cr ab Maxville Siding at Maxville MT,30,MT,I,207,-113.242564,46.45826,-113.240043,46.457168,228.819,Y,2,0.751,0.033,1,19390412,19410930,903,903,21,24,30,33,39.8,42,45,50,54,58,62,66,72,89,102,147.76,236,58.271,25.022,1,17010202,17,1701,170102
NA,0,11/21/2006 0:00:00,17060306000017,NA,medium,0,0,"USGS, Water Resources Division",NA,13342500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13342500,58.629258,0,StreamGage,USGS,CLEARWATER RIVER AT SPALDING ID,16,ID,A,9570,-116.827374,46.448498,-116.827667,46.44902,62.104,Y,82,0.734,0.05,1,19101001,20040930,29951,29951,500,1820,2340,2840,3620,4020,4540,5970,8490,11700,16300,19800,24600,38600,50700,78000,166000,15227.456,16798.339,1,17060306,17,1706,170603
NA,0,11/21/2006 0:00:00,17080004000058,NA,medium,0,0,"USGS, Water Resources Division",NA,14232500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14232500,84.116444,0,StreamGage,USGS,"CISPUS RIVER NEAR RANDLE, WA",53,WA,I,321,-121.863978,46.447056,-121.863998,46.447135,8.897,Y,67,0.727,0.051,1,19101025,19970430,24741,24741,188,271,333,387,496,553,622,785,973,1200,1500,1700,1920,2640,3360,5311.6,24000,1312.045,1136.494,1,17080004,17,1708,170800
NA,0,11/21/2006 0:00:00,17100103000197,NA,medium,0,0,"USGS, Water Resources Division",NA,12020800,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12020800,56.091329,0,StreamGage,USGS,"SOUTH FORK CHEHALIS RIVER NEAR WILDWOOD, WA",53,WA,A,27,-123.083737,46.444828,-123.083793,46.444801,5.241,Y,2,0.347,0.06,1,19981015,20030430,945,945,4.7,5.346,9.18,20,51,64,74,100.4,131,178,245,281,340.8,603,900,1712.4,3000,246.495,336.391,1,17100103,17,1710,171001
NA,0,11/21/2006 0:00:00,17080004000100,NA,medium,0,0,"USGS, Water Resources Division",NA,14231900,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14231900,38.810642,0,StreamGage,USGS,"CISPUS RIVER AB YELLOWJACKET CREEK NEAR RANDLE, WA",53,WA,A,250,-121.842311,46.443723,-121.842033,46.443645,23.089,Y,7,0.742,0.062,1,19960827,20030930,2591,2591,165,230,300,338,409.4,455,546.6,700,848,989,1190,1320,1470,1970,2564,4283.2,9800,1045.161,824.828,1,17080004,17,1708,170800
NA,0,11/21/2006 0:00:00,17010205000273,NA,medium,0,0,"USGS, Water Resources Division",NA,12350250,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12350250,40.958566,0,StreamGage,USGS,Bitterroot River at Bell Crossing nr Victor MT,30,MT,A,1963,-114.123712,46.443255,-114.123764,46.443283,5.026,Y,7,0.591,0.02,1,19870401,20040930,2894,2894,63,84,178.5,234.5,321,366.75,415,500,611,952,1760,2310,3040,4840,6665,12510,17500,1778.945,2446.254,1,17010205,17,1701,170102
NA,0,11/21/2006 0:00:00,17060107000064,NA,medium,0,0,"USGS, Water Resources Division",NA,13344000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13344000,72.602615,0,StreamGage,USGS,"TUCANNON RIVER NEAR POMEROY, WA",53,WA,I,160,-117.748254,46.441537,-117.749725,46.439849,218.716,Y,8,0.804,0.079,1,19131001,19300930,3043,3043,27,42,49,55,62,65,70,77,88,111,147,162,184,241.6,310,474,1410,127.528,99.331,1,17060107,17,1706,170601
NA,0,11/21/2006 0:00:00,17080005000246,NA,medium,0,0,"USGS, Water Resources Division",NA,14238800,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14238800,95.016299,0,StreamGage,USGS,"COWLITZ RIVER AT TOLEDO, WA",53,WA,I,1461,-122.844282,46.438441,-122.844238,46.438438,3.454,Y,2,0.728,0.147,1,19770601,19820930,1066,1066,1820,1830,1970,2117,2300,2605,2851,3730,5115,5980,6499,7562.5,9198,11630,16165,25065,30900,6154.944,4707.261,1,17080005,17,1708,170800
NA,0,11/21/2006 0:00:00,17060306000008,NA,medium,0,0,"USGS, Water Resources Division",NA,13343000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13343000,40.515065,0,StreamGage,USGS,CLEARWATER RIVER NR LEWISTON ID,16,ID,I,9640,-116.967777,46.43423,-116.967575,46.432861,152.587,Y,5,0.706,0.051,1,19101001,19270930,1857,1857,2030,2420,3058,3340,4020,4230,4830,5680,7270,9898,14200,17600,25800,44500,62390,88920,107000,16160.539,19535.798,1,17060306,17,1706,170603
NA,0,11/21/2006 0:00:00,17080004000061,NA,medium,0,0,"USGS, Water Resources Division",NA,14232000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14232000,78.291819,0,StreamGage,USGS,"YELLOWJACKET CREEK NEAR RANDLE, WA",53,WA,I,66.3,-121.834532,46.429001,-121.83457,46.428979,3.807,N,0,0,0,0,19521217,19521224,8,8,40,0,0,0,44,45,45,46.8,49,50.8,53.5,55.75,58.2,0,0,0,63,50,7.329,1,17080004,17,1708,170800
NA,0,11/21/2006 0:00:00,17060107000408,NA,medium,0,0,"USGS, Water Resources Division",NA,13343500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13343500,91.328602,0,StreamGage,USGS,"SNAKE RIVER NEAR CLARKSTON, WA",53,WA,I,103200,-117.165163,46.427937,-117.164138,46.426498,177.985,Y,51,0.832,0.045,1,19151001,19730110,18791,18791,9320,13100,16300,18200,21300,22500,23800,26600,30800,37600,50000,61000,76100,114000,148000,211000,350000,50094.179,43765.027,1,17060107,17,1706,170601
NA,0,11/21/2006 0:00:00,17060306000018,NA,medium,0,0,"USGS, Water Resources Division",NA,13342450,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13342450,71.484015,0,StreamGage,USGS,LAPWAI CREEK NR LAPWAI ID,16,ID,A,235,-116.805151,46.426553,-116.806236,46.426391,85.513,Y,29,0.585,0.079,1,19741001,20040930,10887,10887,0.93,1.7,3.3,5.3,9.6,12,14,19,25,35,60,80,107,210,329,626.48,3600,76.636,139.478,1,17060306,17,1706,170603
NA,0,11/21/2006 0:00:00,17080005000223,NA,medium,0,0,"USGS, Water Resources Division",NA,14239000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14239000,91.842606,0,StreamGage,USGS,"SALMON CREEK NEAR TOLEDO, WA",53,WA,I,77.6,-122.822059,46.41372,-122.821891,46.413841,18.632,Y,10,0.274,0.062,1,19610601,19711015,3789,3789,0.25,0.61,1.4,2.1,5.9,8.7,12,23,48,82,130,164,215,381,600,1535,5140,150.121,298.787,1,17080005,17,1708,170800
NA,0,11/21/2006 0:00:00,17010201000249,NA,medium,0,0,"USGS, Water Resources Division",NA,12324200,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12324200,24.327866,0,StreamGage,USGS,Clark Fork at Deer Lodge MT,30,MT,A,995,-112.742816,46.397705,-112.742576,46.397712,18.534,Y,26,0.835,0.049,1,19781001,20040930,9497,9497,22,27,51,90,137,152,167,190,217,250,285,301,326,402,565,1130,2390,254.433,193.699,1,17010201,17,1701,170102
NA,0,11/21/2006 0:00:00,17010202002005,NA,medium,0,0,"USGS, Water Resources Division",NA,12328500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12328500,43.302293,0,StreamGage,USGS,Flint Creek near Philipsburg MT,30,MT,I,192,-113.3084,46.396036,-113.309043,46.396011,49.731,Y,2,0.744,0.004,1,19390413,19961231,1042,1042,22,26,34,43,52,53,56,64,72,82.8,96,106,118,149,199.85,272.28,341,87.085,50.735,1,17010202,17,1701,170102
NA,0,11/21/2006 0:00:00,17030003000344,NA,medium,0,0,"USGS, Water Resources Division",NA,12506500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12506500,9.563248,0,StreamGage,USGS,"SIMCOE CREEK BELOW SPRING CREEK NR FORT SIMCOE, WA",53,WA,I,81.5,-120.809515,46.394291,-120.809219,46.394824,63.409,Y,14,0.564,0.122,1,19090301,19230930,5327,5299,0,0.1,0.3,0.5,1,2,2.1,3.8,6.4,12,25,36,48,81,115,253.44,1340,29.138,61.159,1,17030003,17,1703,170300
NA,0,11/21/2006 0:00:00,17080006000151,NA,medium,0,0,"USGS, Water Resources Division",NA,14249000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14249000,8.533309,0,StreamGage,USGS,"GRAYS RIVER ABOVE SOUTH FORK NEAR GRAYS RIVER, WA",53,WA,I,39.9,-123.478754,46.393162,-123.478599,46.393291,18.642,Y,20,0.424,0.053,1,19551001,19751028,7333,7333,17,20,26,33,51,62,79,121,175,244,355,425,518,836,1230,2349.8,7810,343.595,483.479,1,17080006,17,1708,170800
NA,0,11/21/2006 0:00:00,17080006000144,NA,medium,0,0,"USGS, Water Resources Division",NA,14249500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14249500,93.628067,0,StreamGage,USGS,"GRAYS RIVER BELOW SOUTH FORK NEAR GRAYS RIVER, WA",53,WA,I,60.3,-123.477642,46.391495,-123.478187,46.391765,51.593,Y,5,0.407,0.026,1,19551001,19600930,1827,1827,23,27,36,49,73.6,90,120,195,285,376.8,548,669,802,1280,1860,3642,6290,526.861,707.073,1,17080006,17,1708,170800
NA,0,11/21/2006 0:00:00,17080006000162,NA,medium,0,0,"USGS, Water Resources Division",NA,14250500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14250500,52.604971,0,StreamGage,USGS,"WEST FORK GRAYS RIVER NEAR GRAYS RIVER, WA",53,WA,I,15.2,-123.559589,46.385106,-123.559608,46.385097,1.784,N,20,0.407,0.047,1,19490401,19690930,7488,7488,4.4,5.8,9,12,19,24,30,45,64,87,122,147,182,300,439.55,926.33,2240,124.052,179.631,1,17080006,17,1708,170800
NA,0,11/21/2006 0:00:00,17080005000179,NA,medium,0,0,"USGS, Water Resources Division",NA,14240800,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14240800,87.88318,0,StreamGage,USGS,"GREEN RIVER ABOVE BEAVER CREEK NEAR KID VALLEY, WA",53,WA,I,129,-122.52372,46.381774,-122.523384,46.381671,28.327,Y,2,0.534,0.039,1,19801001,20000430,943,943,5.7,6.244,14,22,45.8,71,83,155,260,407,547,617,703.2,992.8,1430,2992.8,5660,442.323,572.953,1,17080005,17,1708,170800
NA,0,11/21/2006 0:00:00,17010205000289,NA,medium,0,0,"USGS, Water Resources Division",NA,12350000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12350000,92.390992,0,StreamGage,USGS,Bear Creek near Victor MT,30,MT,I,26.8,-114.221344,46.38085,-114.220439,46.380985,71.424,Y,18,0.592,0.06,1,19380501,19590930,6849,6849,0.7,2.1,3.6,5,7.5,9,10,13,17,25,47,68,102,211,313,500.5,837,66.222,108.248,1,17010205,17,1701,170102
NA,0,11/21/2006 0:00:00,17080006000143,NA,medium,0,0,"USGS, Water Resources Division",NA,14250000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14250000,31.73507,0,StreamGage,USGS,"GRAYS RIVER NEAR GRAYS RIVER, WA",53,WA,I,60.6,-123.53181,46.377606,-123.531852,46.37788,30.485,Y,1,0.405,-999999,1,19490311,19510131,692,692,27,31.93,41,48,63,77.5,93.8,172.4,291.5,451.6,675,826.5,1008,1460,1860,2917.7,3780,554.656,639.652,1,17080006,17,1708,170800
NA,0,11/21/2006 0:00:00,17020016001114,NA,medium,0,0,"USGS, Water Resources Division",NA,12473900,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12473900,0.879783,0,StreamGage,USGS,"SCBID PASCO WASTEWAY NEAR RICHLAND, WA",53,WA,I,-999999,-119.256127,46.377635,-119.255584,46.37783,47.117,Y,0,0,0,0,19860201,19870424,358,301,0,0,0,0,19.4,35.75,39.7,45,50,53,58,60,65,81,90.05,98,114,45.85,27.143,1,17020016,17,1702,170200
NA,0,11/21/2006 0:00:00,17030003003645,NA,medium,0,0,"USGS, Water Resources Division",NA,12511000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12511000,99.34483,0,StreamGage,USGS,"CID CANAL AT HORN RAPIDS DAM NR WEST RICHLAND, WA",53,WA,I,-999999,-119.418355,46.37819,-119.417583,46.377557,92.055,Y,0,0,0,0,19860401,19861031,214,195,0,0,0,56.5,134,141,151,163,168,172,176,180,181,185,192.25,203.8,206,148.182,53.068,1,17030003,17,1703,170300
NA,0,11/21/2006 0:00:00,17110014000074,NA,medium,0,0,"USGS, Water Resources Division",NA,12092000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=12092000,48.21841,0,StreamGage,USGS,"PUYALLUP RIVER NEAR ELECTRON, WA",53,WA,A,92.8,-122.035109,46.903716,-122.034851,46.903785,21.189,Y,75,0.652,0.045,1,19090101,20030930,27758,27758,75,145,188,220,276,302,327,380,440,507,590,638,694,896,1140,2000,10000,528.206,382.953,1,17110014,17,1711,171100
